0.000100; 186.308826
0.020145; 1.127039
0.040191; 0.574990
0.060236; 0.387302
0.080282; 0.292447
0.100327; 0.235119
0.120373; 0.196691
0.140418; 0.169124
0.160464; 0.148374
0.180509; 0.132186
0.200555; 0.119202
0.220600; 0.108554
0.240646; 0.099662
0.260691; 0.092125
0.280737; 0.085653
0.300782; 0.080036
0.320828; 0.075114
0.340873; 0.070766
0.360919; 0.066896
0.380964; 0.063429
0.401010; 0.060306
0.421055; 0.057477
0.441101; 0.054904
0.461146; 0.052552
0.481192; 0.050394
0.501237; 0.048407
0.521283; 0.046572
0.541328; 0.044871
0.561374; 0.043291
0.581419; 0.041819
0.601465; 0.040444
0.621510; 0.039157
0.641556; 0.037950
0.661601; 0.036815
0.681647; 0.035746
0.701692; 0.034738
0.721738; 0.033786
0.741783; 0.032885
0.761829; 0.032030
0.781874; 0.031219
0.801920; 0.030449
0.821965; 0.029715
0.842011; 0.029017
0.862056; 0.028350
0.882102; 0.027714
0.902147; 0.027105
0.922193; 0.026523
0.942238; 0.025966
0.962284; 0.025431
0.982329; 0.024918
1.002375; 0.024426
1.022420; 0.023952
1.042466; 0.023497
1.062511; 0.023059
1.082557; 0.022637
1.102602; 0.022230
1.122648; 0.021837
1.142693; 0.021458
1.162739; 0.021092
1.182784; 0.020739
1.202830; 0.020397
1.222875; 0.020066
1.242921; 0.019746
1.262966; 0.019436
1.283012; 0.019136
1.303057; 0.018845
1.323103; 0.018562
1.343148; 0.018288
1.363194; 0.018022
1.383239; 0.017763
1.403285; 0.017512
1.423330; 0.017268
1.443376; 0.017031
1.463421; 0.016800
1.483467; 0.016575
1.503512; 0.016356
1.523558; 0.016143
1.543603; 0.015936
1.563649; 0.015733
1.583694; 0.015536
1.603740; 0.015344
1.623785; 0.015156
1.643831; 0.014973
1.663876; 0.014795
1.683922; 0.014620
1.703967; 0.014450
1.724013; 0.014284
1.744058; 0.014121
1.764104; 0.013962
1.784149; 0.013807
1.804195; 0.013655
1.824240; 0.013506
1.844286; 0.013361
1.864331; 0.013218
1.884377; 0.013079
1.904422; 0.012943
1.924468; 0.012809
1.944513; 0.012678
1.964559; 0.012550
1.984604; 0.012424
2.004650; 0.012301
2.024695; 0.012180
2.044741; 0.012062
2.064786; 0.011946
2.084832; 0.011832
2.104877; 0.011721
2.124923; 0.011611
2.144968; 0.011503
2.165014; 0.011398
2.185059; 0.011294
2.205104; 0.011192
2.225150; 0.011092
2.245195; 0.010994
2.265241; 0.010898
2.285286; 0.010803
2.305332; 0.010710
2.325377; 0.010618
2.345423; 0.010528
2.365468; 0.010440
2.385514; 0.010353
2.405559; 0.010267
2.425605; 0.010183
2.445650; 0.010100
2.465696; 0.010019
2.485741; 0.009939
2.505787; 0.009860
2.525832; 0.009782
2.545878; 0.009706
2.565923; 0.009631
2.585969; 0.009557
2.606014; 0.009484
2.626060; 0.009412
2.646105; 0.009341
2.666151; 0.009271
2.686196; 0.009203
2.706242; 0.009135
2.726287; 0.009068
2.746333; 0.009003
2.766378; 0.008938
2.786424; 0.008874
2.806469; 0.008811
2.826515; 0.008749
2.846560; 0.008688
2.866606; 0.008628
2.886651; 0.008568
2.906697; 0.008510
2.926742; 0.008452
2.946788; 0.008395
2.966833; 0.008339
2.986879; 0.008283
3.006924; 0.008228
3.026970; 0.008174
3.047015; 0.008121
3.067061; 0.008068
