307.631000 0.000000
309.001588 0.000000
310.372176 0.000001
311.742765 0.000001
313.113353 0.000003
314.483941 0.000005
315.854529 0.000009
317.225118 0.000016
318.595706 0.000029
319.966294 0.000050
321.336882 0.000084
322.707471 0.000140
324.078059 0.000228
325.448647 0.000364
326.819235 0.000566
328.189824 0.000863
329.560412 0.001288
330.931000 0.001881
332.301588 0.002687
333.672176 0.003757
335.042765 0.005141
336.413353 0.006884
337.783941 0.009021
339.154529 0.011568
340.525118 0.014517
341.895706 0.017828
343.266294 0.021426
344.636882 0.025199
346.007471 0.029002
347.378059 0.032666
348.748647 0.036004
350.119235 0.038836
351.489824 0.040993
352.860412 0.042345
354.231000 0.042805
355.601588 0.042345
356.972176 0.040993
358.342765 0.038836
359.713353 0.036004
361.083941 0.032666
362.454529 0.029002
363.825118 0.025199
365.195706 0.021426
366.566294 0.017828
367.936882 0.014517
369.307471 0.011568
370.678059 0.009021
372.048647 0.006884
373.419235 0.005141
374.789824 0.003757
376.160412 0.002687
377.531000 0.001881
378.901588 0.001288
380.272176 0.000863
381.642765 0.000566
383.013353 0.000364
384.383941 0.000228
385.754529 0.000140
387.125118 0.000084
388.495706 0.000050
389.866294 0.000029
391.236882 0.000016
392.607471 0.000009
393.978059 0.000005
395.348647 0.000003
396.719235 0.000001
398.089824 0.000001
399.460412 0.000000
400.831000 0.000000
