-2.0e0 -2.0e0 -1.6e1 -1.6e1
-1.833334e0 -2.0e0 -1.1935974e1 -1.1935974e1
-1.6666681e0 -2.0e0 -8.9383026e0 -8.9383026e0
-1.5000021e0 -2.0e0 -6.8125168e0 -6.8125168e0
-1.3333362e0 -2.0e0 -5.3827332e0 -5.3827332e0
-1.1666702e0 -2.0e0 -4.4915253e0 -4.4915253e0
-1.0000043e0 -2.0e0 -4.0000092e0 -4.0000092e0
-8.333383e-1 -2.0e0 -3.7878119e0 -3.7878119e0
-6.666723e-1 -2.0e0 -3.7530856e0 -3.7530856e0
-5.000063e-1 -2.0e0 -3.812497e0 -3.812497e0
-3.333403e-1 -2.0e0 -3.9012311e0 -3.9012311e0
-1.666743e-1 -2.0e0 -3.9729915e0 -3.9729915e0
-8.3e-6 -2.0e0 -4.0e0 -4.0e0
1.6665771e-1 -2.0e0 -3.9729967e0 -3.9729967e0
3.3332372e-1 -2.0e0 -3.9012396e0 -3.9012396e0
4.9998972e-1 -2.0e0 -3.8125052e0 -3.8125052e0
6.6665572e-1 -2.0e0 -3.753088e0 -3.753088e0
8.3332172e-1 -2.0e0 -3.787801e0 -3.787801e0
9.9998772e-1 -2.0e0 -3.9999757e0 -3.9999757e0
1.16665372e0 -2.0e0 -4.4914597e0 -4.4914597e0
1.3333197e0 -2.0e0 -5.3826172e0 -5.3826172e0
1.4999857e0 -2.0e0 -6.812355e0 -6.812355e0
1.6666516e0 -2.0e0 -8.9380463e0 -8.9380463e0
1.8333176e0 -2.0e0 -1.1935623e1 -1.1935623e1
1.9999835e0 -2.0e0 -1.5999533e1 -1.5999533e1

-2.0e0 -1.833334e0 -1.5361115e1 -1.5361115e1
-1.833334e0 -1.833334e0 -1.12970885e1 -1.12970885e1
-1.6666681e0 -1.833334e0 -8.2994171e0 -8.2994171e0
-1.5000021e0 -1.833334e0 -6.1736313e0 -6.1736313e0
-1.3333362e0 -1.833334e0 -4.7438477e0 -4.7438477e0
-1.1666702e0 -1.833334e0 -3.8526398e0 -3.8526398e0
-1.0000043e0 -1.833334e0 -3.3611237e0 -3.3611237e0
-8.333383e-1 -1.833334e0 -3.1489264e0 -3.1489264e0
-6.666723e-1 -1.833334e0 -3.1142001e0 -3.1142001e0
-5.000063e-1 -1.833334e0 -3.1736115e0 -3.1736115e0
-3.333403e-1 -1.833334e0 -3.2623456e0 -3.2623456e0
-1.666743e-1 -1.833334e0 -3.334106e0 -3.334106e0
-8.3e-6 -1.833334e0 -3.3611145e0 -3.3611145e0
1.6665771e-1 -1.833334e0 -3.3341112e0 -3.3341112e0
3.3332372e-1 -1.833334e0 -3.2623541e0 -3.2623541e0
4.9998972e-1 -1.833334e0 -3.1736197e0 -3.1736197e0
6.6665572e-1 -1.833334e0 -3.1142026e0 -3.1142026e0
8.3332172e-1 -1.833334e0 -3.1489156e0 -3.1489156e0
9.9998772e-1 -1.833334e0 -3.3610902e0 -3.3610902e0
1.16665372e0 -1.833334e0 -3.8525742e0 -3.8525742e0
1.3333197e0 -1.833334e0 -4.7437317e0 -4.7437317e0
1.4999857e0 -1.833334e0 -6.1734695e0 -6.1734695e0
1.6666516e0 -1.833334e0 -8.2991608e0 -8.2991608e0
1.8333176e0 -1.833334e0 -1.12967375e1 -1.12967375e1
1.9999835e0 -1.833334e0 -1.5360648e1 -1.5360648e1

-2.0e0 -1.6666681e0 -1.4777785e1 -1.4777785e1
-1.833334e0 -1.6666681e0 -1.07137587e1 -1.07137587e1
-1.6666681e0 -1.6666681e0 -7.7160873e0 -7.7160873e0
-1.5000021e0 -1.6666681e0 -5.5903015e0 -5.5903015e0
-1.3333362e0 -1.6666681e0 -4.1605179e0 -4.1605179e0
-1.1666702e0 -1.6666681e0 -3.26931e0 -3.26931e0
-1.0000043e0 -1.6666681e0 -2.7777939e0 -2.7777939e0
-8.333383e-1 -1.6666681e0 -2.5655966e0 -2.5655966e0
-6.666723e-1 -1.6666681e0 -2.5308704e0 -2.5308704e0
-5.000063e-1 -1.6666681e0 -2.5902817e0 -2.5902817e0
-3.333403e-1 -1.6666681e0 -2.6790158e0 -2.6790158e0
-1.666743e-1 -1.6666681e0 -2.7507762e0 -2.7507762e0
-8.3e-6 -1.6666681e0 -2.7777847e0 -2.7777847e0
1.6665771e-1 -1.6666681e0 -2.7507814e0 -2.7507814e0
3.3332372e-1 -1.6666681e0 -2.6790244e0 -2.6790244e0
4.9998972e-1 -1.6666681e0 -2.5902899e0 -2.5902899e0
6.6665572e-1 -1.6666681e0 -2.5308728e0 -2.5308728e0
8.3332172e-1 -1.6666681e0 -2.5655858e0 -2.5655858e0
9.9998772e-1 -1.6666681e0 -2.7777605e0 -2.7777605e0
1.16665372e0 -1.6666681e0 -3.2692444e0 -3.2692444e0
1.3333197e0 -1.6666681e0 -4.1604019e0 -4.1604019e0
1.4999857e0 -1.6666681e0 -5.5901398e0 -5.5901398e0
1.6666516e0 -1.6666681e0 -7.715831e0 -7.715831e0
1.8333176e0 -1.6666681e0 -1.07134077e1 -1.07134077e1
1.9999835e0 -1.6666681e0 -1.4777318e1 -1.4777318e1

-2.0e0 -1.5000021e0 -1.4250005e1 -1.4250005e1
-1.833334e0 -1.5000021e0 -1.01859785e1 -1.01859785e1
-1.6666681e0 -1.5000021e0 -7.1883072e0 -7.1883072e0
-1.5000021e0 -1.5000021e0 -5.0625214e0 -5.0625214e0
-1.3333362e0 -1.5000021e0 -3.6327377e0 -3.6327377e0
-1.1666702e0 -1.5000021e0 -2.7415298e0 -2.7415298e0
-1.0000043e0 -1.5000021e0 -2.2500137e0 -2.2500137e0
-8.333383e-1 -1.5000021e0 -2.0378165e0 -2.0378165e0
-6.666723e-1 -1.5000021e0 -2.0030902e0 -2.0030902e0
-5.000063e-1 -1.5000021e0 -2.0625015e0 -2.0625015e0
-3.333403e-1 -1.5000021e0 -2.1512357e0 -2.1512357e0
-1.666743e-1 -1.5000021e0 -2.222996e0 -2.222996e0
-8.3e-6 -1.5000021e0 -2.2500046e0 -2.2500046e0
1.6665771e-1 -1.5000021e0 -2.2230013e0 -2.2230013e0
3.3332372e-1 -1.5000021e0 -2.1512442e0 -2.1512442e0
4.9998972e-1 -1.5000021e0 -2.0625098e0 -2.0625098e0
6.6665572e-1 -1.5000021e0 -2.0030927e0 -2.0030927e0
8.3332172e-1 -1.5000021e0 -2.0378056e0 -2.0378056e0
9.9998772e-1 -1.5000021e0 -2.2499803e0 -2.2499803e0
1.16665372e0 -1.5000021e0 -2.7414642e0 -2.7414642e0
1.3333197e0 -1.5000021e0 -3.6326218e0 -3.6326218e0
1.4999857e0 -1.5000021e0 -5.0623596e0 -5.0623596e0
1.6666516e0 -1.5000021e0 -7.1880508e0 -7.1880508e0
1.8333176e0 -1.5000021e0 -1.01856276e1 -1.01856276e1
1.9999835e0 -1.5000021e0 -1.4249538e1 -1.4249538e1

-2.0e0 -1.3333362e0 -1.3777785e1 -1.3777785e1
-1.833334e0 -1.3333362e0 -9.7137587e0 -9.7137587e0
-1.6666681e0 -1.3333362e0 -6.7160873e0 -6.7160873e0
