Orario,Canale Ch 1,Canale Ch 11
(s),(V),(V)

0.42999999,0.09584860,0.48717950
0.43499999,0.09584860,0.48534800
0.43999999,0.09645910,0.48229550
0.44499999,0.09523810,0.48168500
0.44999999,0.09584860,0.48229550
0.45499999,0.09645910,0.48717950
0.45999999,0.09706960,0.48840050
0.46499999,0.09706960,0.48595850
0.46999999,0.09829060,0.49023200
0.47499999,0.09768010,0.48717950
0.47999999,0.09829060,0.48595850
0.48499999,0.09768010,0.49023200
0.48999999,0.09890110,0.48962150
0.49499999,0.09890110,0.48656900
0.49999999,0.09890110,0.48717950
0.50499999,0.09890110,0.48962150
0.50999999,0.09890110,0.48962150
0.51499999,0.09951160,0.48717950
0.51999999,0.10012210,0.48840050
0.52499999,0.10012210,0.49084250
0.52999999,0.10073260,0.48840050
0.53499999,0.10073260,0.48595850
0.53999999,0.10134310,0.48901100
0.54499999,0.10134310,0.49023200
0.54999999,0.10073260,0.48290600
0.55499999,0.10134310,0.48229550
0.55999999,0.10256410,0.48962150
0.56499999,0.10195360,0.48595850
0.56999999,0.10256410,0.49023200
0.57499999,0.10195360,0.48779000
0.57999999,0.10378510,0.48717950
0.58499999,0.10317460,0.49023200
0.58999999,0.10317460,0.49023200
0.59499999,0.10439560,0.48717950
0.59999999,0.10378510,0.48717950
0.60499999,0.10439560,0.48962150
0.60999999,0.10439560,0.48595850
0.61499999,0.10500610,0.48717950
0.61999999,0.10561660,0.48840050
0.62499999,0.10622710,0.49084250
0.62999999,0.10622710,0.48962150
0.63499999,0.10622710,0.48717950
0.63999999,0.10683760,0.48840050
0.64499999,0.10683760,0.49084250
0.64999999,0.10744810,0.48901100
0.65499999,0.10744810,0.48595850
0.65999999,0.10744810,0.48717950
0.66499999,0.10805860,0.48840050
0.66999999,0.10805860,0.48779000
0.67499998,0.10866910,0.48595850
0.67999998,0.10866910,0.48534800
0.68499998,0.10927960,0.48717950
0.68999998,0.10989010,0.48656900
0.69499998,0.10989010,0.48595850
0.69999998,0.10866910,0.48473750
0.70499998,0.10989010,0.48901100
0.70999998,0.11111110,0.48473750
0.71499998,0.11050060,0.47985350
0.71999998,0.11111110,0.48656900
0.72499998,0.11111110,0.48901100
0.72999998,0.11172160,0.48779000
0.73499998,0.11111110,0.48473750
0.73999998,0.11233210,0.48595850
0.74499998,0.11172160,0.48901100
0.74999998,0.11233210,0.48473750
0.75499998,0.11294260,0.48534800
0.75999998,0.11294260,0.48595850
0.76499998,0.11294260,0.48107450
0.76999998,0.11355310,0.48168500
0.77499998,0.11294260,0.47863250
0.77999998,0.11294260,0.47985350
0.78499998,0.11294260,0.48901100
0.78999998,0.11477410,0.48412700
0.79499998,0.11477410,0.48412700
0.79999998,0.11477410,0.48534800
0.80499998,0.11477410,0.48962150
0.80999998,0.11538460,0.48351650
0.81499998,0.11538460,0.48107450
0.81999998,0.11660560,0.48840050
0.82499998,0.11660560,0.48779000
0.82999998,0.11660560,0.48717950
0.83499998,0.11721610,0.48779000
0.83999998,0.11721610,0.48290600
0.84499998,0.11721610,0.49084250
0.84999998,0.11721610,0.48962150
0.85499998,0.11782660,0.48840050
0.85999998,0.11782660,0.48901100
0.86499998,0.11843710,0.48901100
0.86999998,0.11843710,0.49084250
0.87499998,0.11904760,0.48656900
0.87999998,0.11904760,0.48046400
